DATE,STATE_CD,PREDICTION
2020-08-01,HI,1663.0
2020-08-02,HI,1685.0
2020-08-03,HI,1698.0
2020-08-04,HI,1719.0
2020-08-05,HI,1741.0
2020-08-06,HI,1764.0
2020-08-07,HI,1789.0
2020-08-08,HI,1814.0
2020-08-09,HI,1837.0
2020-08-10,HI,1850.0
2020-08-11,HI,1870.0
2020-08-12,HI,1892.0
2020-08-13,HI,1915.0
2020-08-14,HI,1941.0
2020-08-15,HI,1966.0
2020-08-16,HI,1988.0
2020-08-17,HI,2001.0
2020-08-18,HI,2022.0
2020-08-19,HI,2044.0
2020-07-31,IA,43654.0
2020-08-01,IA,44121.0
2020-08-02,IA,44584.0
2020-08-03,IA,44984.0
2020-08-04,IA,45411.0
2020-08-05,IA,45815.0
2020-08-06,IA,46319.0
2020-08-07,IA,46823.0
2020-08-08,IA,47290.0
2020-08-09,IA,47753.0
2020-08-10,IA,48152.0
2020-08-11,IA,48580.0
2020-08-12,IA,48983.0
2020-08-13,IA,49488.0
2020-08-14,IA,49991.0
2020-08-15,IA,50458.0
2020-08-16,IA,50921.0
2020-08-17,IA,51320.0
2020-08-18,IA,51748.0
2020-08-19,IA,52152.0
2020-07-31,ID,18246.0
2020-08-01,ID,18608.0
2020-08-02,ID,18898.0
2020-08-03,ID,19212.0
2020-08-04,ID,19591.0
2020-08-05,ID,19974.0
2020-08-06,ID,20350.0
2020-08-07,ID,20720.0
2020-08-08,ID,21082.0
2020-08-09,ID,21372.0
2020-08-10,ID,21686.0
2020-08-11,ID,22066.0
2020-08-12,ID,22448.0
2020-08-13,ID,22824.0
2020-08-14,ID,23194.0
2020-08-15,ID,23556.0
2020-08-16,ID,23846.0
2020-08-17,ID,24160.0
2020-08-18,ID,24540.0
2020-08-19,ID,24922.0
2020-07-31,IL,172439.0
2020-08-01,IL,173385.0
2020-08-02,IL,174298.0
2020-08-03,IL,174919.0
2020-08-04,IL,175804.0
2020-08-05,IL,176723.0
2020-08-06,IL,177696.0
2020-08-07,IL,178809.0
2020-08-08,IL,179755.0
2020-08-09,IL,180668.0
2020-08-10,IL,181289.0
2020-08-11,IL,182174.0
2020-08-12,IL,183093.0
2020-08-13,IL,184066.0
2020-08-14,IL,185178.0
2020-08-15,IL,186125.0
2020-08-16,IL,187038.0
2020-08-17,IL,187659.0
2020-08-18,IL,188544.0
2020-08-19,IL,189463.0
2020-07-31,IN,62259.0
2020-08-01,IN,62791.0
2020-08-02,IN,63338.0
2020-08-03,IN,63716.0
2020-08-04,IN,64195.0
2020-08-05,IN,64693.0
2020-08-06,IN,65233.0
2020-08-07,IN,65810.0
2020-08-08,IN,66342.0
2020-08-09,IN,66889.0
2020-08-10,IN,67267.0
2020-08-11,IN,67746.0
2020-08-12,IN,68244.0
2020-08-13,IN,68785.0
2020-08-14,IN,69361.0
2020-08-15,IN,69893.0
2020-08-16,IN,70440.0
2020-08-17,IN,70818.0
2020-08-18,IN,71297.0
2020-08-19,IN,71795.0
2020-07-31,KS,26513.0
2020-08-01,KS,26793.0
2020-08-02,KS,27080.0
2020-08-03,KS,27550.0
2020-08-04,KS,27824.0
2020-08-05,KS,28258.0
2020-08-06,KS,28562.0
2020-08-07,KS,29010.0
2020-08-08,KS,29290.0
2020-08-09,KS,29577.0
2020-08-10,KS,30047.0
2020-08-11,KS,30321.0
2020-08-12,KS,30754.0
2020-08-13,KS,31059.0
2020-08-14,KS,31507.0
2020-08-15,KS,31787.0
2020-08-16,KS,32074.0
2020-08-17,KS,32543.0
2020-08-18,KS,32817.0
2020-08-19,KS,33251.0
2020-07-31,KY,26403.0
2020-08-01,KY,26745.0
2020-08-02,KY,27026.0
2020-08-03,KY,27253.0
2020-08-04,KY,27623.0
2020-08-05,KY,27955.0
2020-08-06,KY,28284.0
2020-08-07,KY,28642.0
2020-08-08,KY,28984.0
2020-08-09,KY,29265.0
2020-08-10,KY,29492.0
2020-08-11,KY,29862.0
2020-08-12,KY,30194.0
2020-08-13,KY,30523.0
2020-08-14,KY,30881.0
2020-08-15,KY,31223.0
2020-08-16,KY,31504.0
2020-08-17,KY,31731.0
2020-08-18,KY,32101.0
2020-08-19,KY,32433.0
2020-07-31,LA,108116.0
2020-08-01,LA,109426.0
2020-08-02,LA,110896.0
2020-08-03,LA,112076.0
2020-08-04,LA,113576.0
2020-08-05,LA,115147.0
2020-08-06,LA,116768.0
2020-08-07,LA,118321.0
2020-08-08,LA,119631.0
2020-08-09,LA,121102.0
2020-08-10,LA,122281.0
2020-08-11,LA,123781.0
2020-08-12,LA,125352.0
2020-08-13,LA,126973.0
2020-08-14,LA,128526.0
2020-08-15,LA,129836.0
2020-08-16,LA,131307.0
2020-08-17,LA,132486.0
2020-08-18,LA,133986.0
2020-08-19,LA,135557.0
2020-07-31,MA,116340.0
2020-08-01,MA,116600.0
2020-08-02,MA,116774.0
2020-08-03,MA,116966.0
2020-08-04,MA,117059.0
2020-08-05,MA,117280.0
2020-08-06,MA,117605.0
2020-08-07,MA,117969.0
2020-08-08,MA,118228.0
2020-08-09,MA,118402.0
2020-08-10,MA,118594.0
2020-08-11,MA,118688.0
2020-08-12,MA,118908.0
2020-08-13,MA,119234.0
2020-08-14,MA,119598.0
2020-08-15,MA,119857.0
2020-08-16,MA,120031.0
2020-08-17,MA,120223.0
2020-08-18,MA,120317.0
2020-08-19,MA,120537.0
2020-07-31,MD,83653.0
2020-08-01,MD,84216.0
2020-08-02,MD,84721.0
2020-08-03,MD,85058.0
2020-08-04,MD,85504.0
2020-08-05,MD,86000.0
2020-08-06,MD,86560.0
2020-08-07,MD,87127.0
2020-08-08,MD,87690.0
2020-08-09,MD,88195.0
2020-08-10,MD,88532.0
2020-08-11,MD,88978.0
2020-08-12,MD,89474.0
2020-08-13,MD,90034.0
2020-08-14,MD,90601.0
2020-08-15,MD,91164.0
2020-08-16,MD,91669.0
2020-08-17,MD,92006.0
2020-08-18,MD,92452.0
2020-08-19,MD,92947.0
2020-07-31,ME,4013.0
2020-08-01,ME,4037.0
2020-08-02,ME,4061.0
2020-08-03,ME,4082.0
2020-08-04,ME,4105.0
2020-08-05,ME,4131.0
2020-08-06,ME,4160.0
2020-08-07,ME,4190.0
2020-08-08,ME,4214.0
2020-08-09,ME,4238.0
2020-08-10,ME,4259.0
2020-08-11,ME,4282.0
2020-08-12,ME,4308.0
2020-08-13,ME,4337.0
2020-08-14,ME,4367.0
2020-08-15,ME,4391.0
2020-08-16,ME,4415.0
2020-08-17,ME,4436.0
2020-08-18,ME,4459.0
2020-08-19,ME,4484.0
2020-07-31,MI,86964.0
2020-08-01,MI,87408.0
2020-08-02,MI,87794.0
2020-08-03,MI,88054.0
2020-08-04,MI,88521.0
2020-08-05,MI,89038.0
2020-08-06,MI,89584.0
2020-08-07,MI,90296.0
2020-08-08,MI,90739.0
2020-08-09,MI,91125.0
2020-08-10,MI,91385.0
2020-08-11,MI,91852.0
2020-08-12,MI,92370.0
2020-08-13,MI,92916.0
2020-08-14,MI,93627.0
2020-08-15,MI,94070.0
2020-08-16,MI,94456.0
2020-08-17,MI,94716.0
2020-08-18,MI,95183.0
2020-08-19,MI,95701.0
2020-07-31,MN,51727.0
2020-08-01,MN,52234.0
2020-08-02,MN,52746.0
2020-08-03,MN,53117.0
2020-08-04,MN,53585.0
2020-08-05,MN,54073.0
2020-08-06,MN,54567.0
2020-08-07,MN,55095.0
2020-08-08,MN,55602.0
2020-08-09,MN,56114.0
2020-08-10,MN,56485.0
2020-08-11,MN,56953.0
2020-08-12,MN,57441.0
2020-08-13,MN,57934.0
2020-08-14,MN,58463.0
2020-08-15,MN,58969.0
2020-08-16,MN,59482.0
2020-08-17,MN,59852.0
2020-08-18,MN,60320.0
2020-08-19,MN,60808.0
2020-07-31,MO,39715.0
2020-08-01,MO,40292.0
2020-08-02,MO,40828.0
2020-08-03,MO,41174.0
2020-08-04,MO,41774.0
2020-08-05,MO,42366.0
2020-08-06,MO,42966.0
2020-08-07,MO,43576.0
2020-08-08,MO,44153.0
2020-08-09,MO,44690.0
2020-08-10,MO,45035.0
2020-08-11,MO,45635.0
2020-08-12,MO,46227.0
2020-08-13,MO,46828.0
2020-08-14,MO,47437.0
2020-08-15,MO,48015.0
2020-08-16,MO,48551.0
2020-08-17,MO,48896.0
2020-08-18,MO,49497.0
2020-08-19,MO,50088.0
2020-07-31,MS,51939.0
2020-08-01,MS,52712.0
2020-08-02,MS,53416.0
2020-08-03,MS,54027.0
2020-08-04,MS,54821.0
2020-08-05,MS,55612.0
2020-08-06,MS,56402.0
2020-08-07,MS,57211.0
2020-08-08,MS,57984.0
2020-08-09,MS,58688.0
2020-08-10,MS,59299.0
2020-08-11,MS,60093.0
2020-08-12,MS,60884.0
2020-08-13,MS,61674.0
2020-08-14,MS,62483.0
2020-08-15,MS,63256.0
2020-08-16,MS,63961.0
2020-08-17,MS,64571.0
2020-08-18,MS,65365.0
2020-08-19,MS,66156.0
2020-07-31,MT,3113.0
2020-08-01,MT,3179.0
2020-08-02,MT,3237.0
2020-08-03,MT,3277.0
2020-08-04,MT,3337.0
2020-08-05,MT,3398.0
2020-08-06,MT,3471.0
2020-08-07,MT,3536.0
2020-08-08,MT,3602.0
2020-08-09,MT,3660.0
2020-08-10,MT,3700.0
2020-08-11,MT,3760.0
2020-08-12,MT,3821.0
2020-08-13,MT,3894.0
2020-08-14,MT,3959.0
2020-08-15,MT,4025.0
2020-08-16,MT,4083.0
2020-08-17,MT,4123.0
2020-08-18,MT,4183.0
2020-08-19,MT,4244.0
2020-07-31,NC,118715.0
2020-08-01,NC,120555.0
2020-08-02,NC,122177.0
2020-08-03,NC,123694.0
2020-08-04,NC,125268.0
2020-08-05,NC,126930.0
2020-08-06,NC,128677.0
2020-08-07,NC,130509.0
2020-08-08,NC,132348.0
2020-08-09,NC,133970.0
2020-08-10,NC,135487.0
2020-08-11,NC,137061.0
2020-08-12,NC,138723.0
2020-08-13,NC,140470.0
2020-08-14,NC,142302.0
2020-08-15,NC,144142.0
2020-08-16,NC,145764.0
2020-08-17,NC,147281.0
2020-08-18,NC,148855.0
2020-08-19,NC,150517.0
2020-07-31,ND,5596.0
2020-08-01,ND,5658.0
2020-08-02,ND,5717.0
2020-08-03,ND,5756.0
2020-08-04,ND,5809.0
2020-08-05,ND,5872.0
2020-08-06,ND,5936.0
2020-08-07,ND,6003.0
2020-08-08,ND,6064.0
2020-08-09,ND,6123.0
2020-08-10,ND,6162.0
2020-08-11,ND,6215.0
2020-08-12,ND,6279.0
2020-08-13,ND,6343.0
2020-08-14,ND,6409.0
2020-08-15,ND,6471.0
2020-08-16,ND,6529.0
2020-08-17,ND,6568.0
2020-08-18,ND,6622.0
2020-08-19,ND,6685.0
2020-07-31,NE,24799.0
2020-08-01,NE,24996.0
2020-08-02,NE,25133.0
2020-08-03,NE,25284.0
2020-08-04,NE,25464.0
2020-08-05,NE,25660.0
2020-08-06,NE,25855.0
2020-08-07,NE,26067.0
2020-08-08,NE,26264.0
2020-08-09,NE,26401.0
2020-08-10,NE,26552.0
2020-08-11,NE,26731.0
2020-08-12,NE,26927.0
2020-08-13,NE,27122.0
2020-08-14,NE,27335.0
2020-08-15,NE,27531.0
2020-08-16,NE,27669.0
2020-08-17,NE,27820.0
2020-08-18,NE,27999.0
2020-08-19,NE,28195.0
2020-07-31,NH,6527.0
2020-08-01,NH,6558.0
2020-08-02,NH,6581.0
2020-08-03,NH,6598.0
2020-08-04,NH,6617.0
2020-08-05,NH,6636.0
2020-08-06,NH,6669.0
2020-08-07,NH,6699.0
2020-08-08,NH,6730.0
2020-08-09,NH,6753.0
2020-08-10,NH,6770.0
2020-08-11,NH,6789.0
2020-08-12,NH,6808.0
2020-08-13,NH,6841.0
2020-08-14,NH,6872.0
2020-08-15,NH,6903.0
2020-08-16,NH,6926.0
2020-08-17,NH,6943.0
2020-08-18,NH,6961.0
2020-08-19,NH,6981.0
2020-07-31,NJ,180381.0
2020-08-01,NJ,180679.0
2020-08-02,NJ,180917.0
2020-08-03,NJ,181113.0
2020-08-04,NJ,181381.0
2020-08-05,NJ,181579.0
2020-08-06,NJ,182014.0
2020-08-07,NJ,182348.0
2020-08-08,NJ,182646.0
2020-08-09,NJ,182884.0
2020-08-10,NJ,183079.0
2020-08-11,NJ,183348.0
2020-08-12,NJ,183546.0
2020-08-13,NJ,183981.0
2020-08-14,NJ,184315.0
2020-08-15,NJ,184613.0
2020-08-16,NJ,184851.0
2020-08-17,NJ,185046.0
2020-08-18,NJ,185315.0
2020-08-19,NJ,185513.0
2020-07-31,NM,19595.0
2020-08-01,NM,19822.0
2020-08-02,NM,20032.0
2020-08-03,NM,20247.0
2020-08-04,NM,20460.0
2020-08-05,NM,20696.0
2020-08-06,NM,20945.0
2020-08-07,NM,21189.0
2020-08-08,NM,21416.0
2020-08-09,NM,21626.0
2020-08-10,NM,21841.0
2020-08-11,NM,22054.0
2020-08-12,NM,22290.0
2020-08-13,NM,22539.0
2020-08-14,NM,22784.0
2020-08-15,NM,23010.0
2020-08-16,NM,23220.0
2020-08-17,NM,23436.0
2020-08-18,NM,23648.0
2020-08-19,NM,23884.0
2020-07-31,NV,43921.0
2020-08-01,NV,44755.0
2020-08-02,NV,45543.0
2020-08-03,NV,46169.0
2020-08-04,NV,46946.0
2020-08-05,NV,47719.0
2020-08-06,NV,48565.0
2020-08-07,NV,49349.0
2020-08-08,NV,50182.0
2020-08-09,NV,50970.0
2020-08-10,NV,51596.0
2020-08-11,NV,52373.0
2020-08-12,NV,53147.0
2020-08-13,NV,53992.0
2020-08-14,NV,54776.0
2020-08-15,NV,55609.0
2020-08-16,NV,56398.0
2020-08-17,NV,57023.0
2020-08-18,NV,57801.0
2020-08-19,NV,58574.0
2020-07-31,NY,415059.0
2020-08-01,NY,416131.0
2020-08-02,NY,416513.0
2020-08-03,NY,416733.0
2020-08-04,NY,416951.0
2020-08-05,NY,417837.0
2020-08-06,NY,418765.0
2020-08-07,NY,419787.0
2020-08-08,NY,420859.0
2020-08-09,NY,421241.0
2020-08-10,NY,421461.0
2020-08-11,NY,421679.0
2020-08-12,NY,422565.0
2020-08-13,NY,423492.0
2020-08-14,NY,424515.0
2020-08-15,NY,425587.0
2020-08-16,NY,425969.0
2020-08-17,NY,426188.0
2020-08-18,NY,426407.0
2020-08-19,NY,427293.0
2020-07-31,OH,86715.0
2020-08-01,OH,87797.0
2020-08-02,OH,88828.0
2020-08-03,OH,89789.0
2020-08-04,OH,90803.0
2020-08-05,OH,91878.0
2020-08-06,OH,92950.0
2020-08-07,OH,94129.0
2020-08-08,OH,95212.0
2020-08-09,OH,96243.0
2020-08-10,OH,97203.0
2020-08-11,OH,98218.0
2020-08-12,OH,99292.0
2020-08-13,OH,100364.0
2020-08-14,OH,101544.0
2020-08-15,OH,102626.0
2020-08-16,OH,103658.0
2020-08-17,OH,104618.0
2020-08-18,OH,105633.0
2020-08-19,OH,106707.0
2020-07-31,OK,31467.0
2020-08-01,OK,32035.0
2020-08-02,OK,32555.0
2020-08-03,OK,32942.0
2020-08-04,OK,33544.0
2020-08-05,OK,34126.0
2020-08-06,OK,34695.0
2020-08-07,OK,35255.0
2020-08-08,OK,35823.0
2020-08-09,OK,36343.0
2020-08-10,OK,36730.0
2020-08-11,OK,37332.0
2020-08-12,OK,37915.0
2020-08-13,OK,38483.0
2020-08-14,OK,39043.0
2020-08-15,OK,39612.0
2020-08-16,OK,40132.0
2020-08-17,OK,40519.0
2020-08-18,OK,41121.0
2020-08-19,OK,41703.0
2020-07-31,OR,17556.0
2020-08-01,OR,17842.0
2020-08-02,OR,18119.0
2020-08-03,OR,18356.0
2020-08-04,OR,18623.0
2020-08-05,OR,18889.0
2020-08-06,OR,19176.0
2020-08-07,OR,19458.0
2020-08-08,OR,19744.0
2020-08-09,OR,20020.0
2020-08-10,OR,20257.0
2020-08-11,OR,20525.0
2020-08-12,OR,20791.0
2020-08-13,OR,21078.0
2020-08-14,OR,21359.0
2020-08-15,OR,21645.0
2020-08-16,OR,21922.0
2020-08-17,OR,22159.0
2020-08-18,OR,22426.0
2020-08-19,OR,22692.0
2020-07-31,PA,109205.0
2020-08-01,PA,109959.0
2020-08-02,PA,110602.0
2020-08-03,PA,111115.0
2020-08-04,PA,111803.0
2020-08-05,PA,112505.0
2020-08-06,PA,113287.0
2020-08-07,PA,114093.0
2020-08-08,PA,114846.0
2020-08-09,PA,115489.0
2020-08-10,PA,116002.0
2020-08-11,PA,116690.0
2020-08-12,PA,117392.0
2020-08-13,PA,118174.0
2020-08-14,PA,118980.0
2020-08-15,PA,119733.0
2020-08-16,PA,120377.0
2020-08-17,PA,120889.0
2020-08-18,PA,121578.0
2020-08-19,PA,122279.0
2020-07-31,RI,18019.0
2020-08-01,RI,18046.0
2020-08-02,RI,18066.0
2020-08-03,RI,18127.0
2020-08-04,RI,18182.0
2020-08-05,RI,18211.0
2020-08-06,RI,18253.0
2020-08-07,RI,18290.0
2020-08-08,RI,18317.0
2020-08-09,RI,18337.0
2020-08-10,RI,18398.0
2020-08-11,RI,18453.0
2020-08-12,RI,18481.0
2020-08-13,RI,18524.0
2020-08-14,RI,18561.0
2020-08-15,RI,18588.0
2020-08-16,RI,18608.0
2020-08-17,RI,18669.0
2020-08-18,RI,18724.0
2020-08-19,RI,18752.0
2020-07-31,SC,87585.0
2020-08-01,SC,89228.0
2020-08-02,SC,90808.0
2020-08-03,SC,92319.0
2020-08-04,SC,93901.0
2020-08-05,SC,95493.0
2020-08-06,SC,97132.0
2020-08-07,SC,98770.0
2020-08-08,SC,100413.0
2020-08-09,SC,101993.0
2020-08-10,SC,103504.0
2020-08-11,SC,105086.0
2020-08-12,SC,106678.0
2020-08-13,SC,108317.0
2020-08-14,SC,109955.0
2020-08-15,SC,111598.0
2020-08-16,SC,113178.0
2020-08-17,SC,114689.0
2020-08-18,SC,116271.0
2020-08-19,SC,117863.0
2020-07-31,SD,8613.0
2020-08-01,SD,8686.0
2020-08-02,SD,8740.0
2020-08-03,SD,8777.0
2020-08-04,SD,8829.0
2020-08-05,SD,8896.0
2020-08-06,SD,8958.0
2020-08-07,SD,9024.0
2020-08-08,SD,9097.0
2020-08-09,SD,9151.0
2020-08-10,SD,9189.0
2020-08-11,SD,9241.0
2020-08-12,SD,9307.0
2020-08-13,SD,9370.0
2020-08-14,SD,9436.0
2020-08-15,SD,9509.0
2020-08-16,SD,9563.0
2020-08-17,SD,9600.0
2020-08-18,SD,9652.0
2020-08-19,SD,9719.0
2020-07-31,TN,91892.0
2020-08-01,TN,93357.0
2020-08-02,TN,94757.0
2020-08-03,TN,96007.0
2020-08-04,TN,97484.0
2020-08-05,TN,99026.0
2020-08-06,TN,100552.0
2020-08-07,TN,102119.0
2020-08-08,TN,103584.0
2020-08-09,TN,104983.0
2020-08-10,TN,106234.0
2020-08-11,TN,107711.0
2020-08-12,TN,109253.0
2020-08-13,TN,110779.0
2020-08-14,TN,112346.0
2020-08-15,TN,113811.0
2020-08-16,TN,115210.0
2020-08-17,TN,116461.0
2020-08-18,TN,117937.0
2020-08-19,TN,119480.0
2020-07-31,TX,410836.0
2020-08-01,TX,418514.0
2020-08-02,TX,425722.0
2020-08-03,TX,432069.0
2020-08-04,TX,439976.0
2020-08-05,TX,447986.0
2020-08-06,TX,456304.0
2020-08-07,TX,463973.0
2020-08-08,TX,471651.0
2020-08-09,TX,478859.0
2020-08-10,TX,485206.0
2020-08-11,TX,493113.0
2020-08-12,TX,501123.0
2020-08-13,TX,509441.0
2020-08-14,TX,517109.0
2020-08-15,TX,524788.0
2020-08-16,TX,531996.0
2020-08-17,TX,538343.0
2020-08-18,TX,546250.0
2020-08-19,TX,554260.0
2020-07-31,UT,40702.0
2020-08-01,UT,41313.0
2020-08-02,UT,41871.0
2020-08-03,UT,42438.0
2020-08-04,UT,42988.0
2020-08-05,UT,43560.0
2020-08-06,UT,44142.0
2020-08-07,UT,44794.0
2020-08-08,UT,45405.0
2020-08-09,UT,45963.0
2020-08-10,UT,46530.0
2020-08-11,UT,47080.0
2020-08-12,UT,47652.0
2020-08-13,UT,48234.0
2020-08-14,UT,48886.0
2020-08-15,UT,49497.0
2020-08-16,UT,50056.0
2020-08-17,UT,50622.0
2020-08-18,UT,51172.0
2020-08-19,UT,51744.0
2020-07-31,VA,85214.0
2020-08-01,VA,85954.0
2020-08-02,VA,86631.0
2020-08-03,VA,87214.0
2020-08-04,VA,87935.0
2020-08-05,VA,88581.0
2020-08-06,VA,89315.0
2020-08-07,VA,90073.0
2020-08-08,VA,90813.0
2020-08-09,VA,91490.0
2020-08-10,VA,92073.0
2020-08-11,VA,92794.0
2020-08-12,VA,93440.0
2020-08-13,VA,94175.0
2020-08-14,VA,94932.0
2020-08-15,VA,95672.0
2020-08-16,VA,96349.0
2020-08-17,VA,96932.0
2020-08-18,VA,97653.0
2020-08-19,VA,98300.0
2020-07-31,VT,1423.0
2020-08-01,VT,1432.0
2020-08-02,VT,1439.0
2020-08-03,VT,1443.0
2020-08-04,VT,1447.0
2020-08-05,VT,1453.0
2020-08-06,VT,1461.0
2020-08-07,VT,1469.0
2020-08-08,VT,1478.0
2020-08-09,VT,1485.0
2020-08-10,VT,1489.0
2020-08-11,VT,1493.0
2020-08-12,VT,1499.0
2020-08-13,VT,1507.0
2020-08-14,VT,1515.0
2020-08-15,VT,1524.0
2020-08-16,VT,1531.0
2020-08-17,VT,1535.0
2020-08-18,VT,1539.0
2020-08-19,VT,1545.0
2020-07-31,WA,54056.0
2020-08-01,WA,54747.0
2020-08-02,WA,55417.0
2020-08-03,WA,56009.0
2020-08-04,WA,56612.0
2020-08-05,WA,57253.0
2020-08-06,WA,57965.0
2020-08-07,WA,58616.0
2020-08-08,WA,59307.0
2020-08-09,WA,59977.0
2020-08-10,WA,60568.0
2020-08-11,WA,61171.0
2020-08-12,WA,61813.0
2020-08-13,WA,62525.0
2020-08-14,WA,63176.0
2020-08-15,WA,63866.0
2020-08-16,WA,64537.0
2020-08-17,WA,65128.0
2020-08-18,WA,65731.0
2020-08-19,WA,66373.0
2020-07-31,WI,49015.0
2020-08-01,WI,49683.0
2020-08-02,WI,50287.0
2020-08-03,WI,50715.0
2020-08-04,WI,51315.0
2020-08-05,WI,51954.0
2020-08-06,WI,52616.0
2020-08-07,WI,53284.0
2020-08-08,WI,53952.0
2020-08-09,WI,54555.0
2020-08-10,WI,54984.0
2020-08-11,WI,55584.0
2020-08-12,WI,56223.0
2020-08-13,WI,56885.0
2020-08-14,WI,57553.0
2020-08-15,WI,58221.0
2020-08-16,WI,58824.0
2020-08-17,WI,59252.0
2020-08-18,WI,59853.0
2020-08-19,WI,60492.0
2020-07-31,WV,5902.0
2020-08-01,WV,5988.0
2020-08-02,WV,6073.0
2020-08-03,WV,6131.0
2020-08-04,WV,6216.0
2020-08-05,WV,6310.0
2020-08-06,WV,6406.0
2020-08-07,WV,6496.0
2020-08-08,WV,6582.0
2020-08-09,WV,6667.0
2020-08-10,WV,6725.0
2020-08-11,WV,6810.0
2020-08-12,WV,6904.0
2020-08-13,WV,7000.0
2020-08-14,WV,7091.0
2020-08-15,WV,7176.0
2020-08-16,WV,7261.0
2020-08-17,WV,7319.0
2020-08-18,WV,7404.0
2020-08-19,WV,7499.0
2020-07-31,WY,2561.0
2020-08-01,WY,2594.0
2020-08-02,WY,2623.0
2020-08-03,WY,2654.0
2020-08-04,WY,2695.0
2020-08-05,WY,2730.0
2020-08-06,WY,2765.0
2020-08-07,WY,2800.0
2020-08-08,WY,2832.0
2020-08-09,WY,2862.0
2020-08-10,WY,2893.0
2020-08-11,WY,2934.0
2020-08-12,WY,2968.0
2020-08-13,WY,3004.0
2020-08-14,WY,3038.0
2020-08-15,WY,3071.0
2020-08-16,WY,3101.0
2020-08-17,WY,3132.0
2020-08-18,WY,3172.0
2020-08-19,WY,3207.0
